Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,1671,7870892,1631,7687276,40,183616
1,臺股期貨,投信,0,0,0,0,0,0
1,臺股期貨,外資,16181,76235568,16222,76429795,-41,-194227
2,電子期貨,自營商,6,31056,4,20672,2,10384
2,電子期貨,投信,0,0,0,0,0,0
2,電子期貨,外資,38,197194,36,186738,2,10456
3,小型臺指期貨,自營商,2902,3421164,2525,2976329,377,444835
3,小型臺指期貨,投信,0,0,0,0,0,0
3,小型臺指期貨,外資,31761,37413092,32156,37871713,-395,-458621
4,微型臺指期貨,自營商,4419,1042079,5754,1353768,-1335,-311689
4,微型臺指期貨,投信,0,0,0,0,0,0
4,微型臺指期貨,外資,16412,3867444,13677,3221271,2735,646173
5,小型電子期貨,自營商,71,46037,61,39544,10,6493
5,小型電子期貨,投信,0,0,0,0,0,0
5,小型電子期貨,外資,175,113456,172,111501,3,1955
6,股票期貨,自營商,45,93477,199,81469,-154,12008
6,股票期貨,投信,0,0,0,0,0,0
6,股票期貨,外資,2795,1436865,2970,1376591,-175,60274
7,ETF期貨,自營商,60,95840,488,211116,-428,-115276
7,ETF期貨,投信,0,0,0,0,0,0
7,ETF期貨,外資,56,76417,54,76061,2,356
8,臺灣中型100期貨,自營商,153,30838,81,16329,72,14509
8,臺灣中型100期貨,投信,0,0,0,0,0,0
8,臺灣中型100期貨,外資,0,0,0,0,0,0
9,半導體30期貨,自營商,4,1284,0,0,4,1284
9,半導體30期貨,投信,0,0,0,0,0,0
9,半導體30期貨,外資,0,0,0,0,0,0
10,東證期貨,自營商,0,0,0,0,0,0
10,東證期貨,投信,0,0,0,0,0,0
10,東證期貨,外資,2,1094,148,80111,-146,-79017
11,美國標普500期貨,自營商,1,1231,0,0,1,1231
11,美國標普500期貨,投信,0,0,0,0,0,0
11,美國標普500期貨,外資,24,29471,22,27055,2,2416
12,美國那斯達克100期貨,自營商,48,53043,26,28675,22,24368
12,美國那斯達克100期貨,投信,0,0,0,0,0,0
12,美國那斯達克100期貨,外資,833,921440,1072,1185443,-239,-264003
13,美國道瓊期貨,自營商,1,893,0,0,1,893
13,美國道瓊期貨,投信,0,0,0,0,0,0
13,美國道瓊期貨,外資,283,250794,558,494791,-275,-243997
14,美國費城半導體期貨,自營商,136,57830,168,71467,-32,-13637
14,美國費城半導體期貨,投信,0,0,0,0,0,0
14,美國費城半導體期貨,外資,359,152589,307,130521,52,22068
15,英國富時100期貨,自營商,36,15632,2,868,34,14764
15,英國富時100期貨,投信,0,0,0,0,0,0
15,英國富時100期貨,外資,0,0,35,15197,-35,-15197
期貨 小計,期貨 小計,自營商,9553,12761296,10939,12487513,-1386,273783
期貨 小計,期貨 小計,投信,0,0,0,0,0,0
期貨 小計,期貨 小計,外資,68919,120695424,67429,121206788,1490,-511364
期貨合計,期貨合計,期貨合計,78472,133456720,78368,133694301,104,-237581
